id,vendor_id,api_id,slug,display_name,display_order,description,capabilities,context_length,price_prompt_micro,price_completion_micro,price_tier,fallback_model_id,is_active,last_synced_at,created_at,updated_at,parameter_count_b,personality_traits,professional_traits,best_for
157,27,qwen/qwen3-vl-30b-a3b-thinking,qwen3-vl-30b-a3b-thinking,Qwen: Qwen3 VL 30B A3B Thinking,30,Qwen3-VL-30B-A3B-Thinking is a multimodal model that unifies strong text generation with visual understanding for images and videos.,"[""tools"",""tool_choice"",""reasoning""]",131072,200000,1000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
158,27,qwen/qwen3-vl-30b-a3b-instruct,qwen3-vl-30b-a3b-instruct,Qwen: Qwen3 VL 30B A3B Instruct,40,Qwen3-VL-30B-A3B-Instruct is a multimodal model that unifies strong text generation with visual understanding for images and videos.,"[""tools"",""tool_choice""]",262144,150000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
159,27,qwen/qwen3-vl-235b-a22b-thinking,qwen3-vl-235b-a22b-thinking,Qwen: Qwen3 VL 235B A22B Thinking,50,Qwen3-VL-235B-A22B Thinking is a multimodal model that unifies strong text generation with visual understanding across images and video.,"[""tools"",""tool_choice"",""reasoning""]",262144,450000,3500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
160,27,qwen/qwen3-vl-235b-a22b-instruct,qwen3-vl-235b-a22b-instruct,Qwen: Qwen3 VL 235B A22B Instruct,60,Qwen3-VL-235B-A22B Instruct is an open-weight multimodal model that unifies strong text generation with visual understanding across images and video.,"[""tools"",""tool_choice""]",262144,120000,560000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
161,27,qwen/qwen3-coder-plus,qwen3-coder-plus,Qwen: Qwen3 Coder Plus,70,Qwen3 Coder Plus is Alibaba's proprietary version of the Open Source Qwen3 Coder 480B A35B.,"[""tools"",""tool_choice""]",128000,1000000,5000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
162,27,qwen/qwen3-next-80b-a3b-thinking,qwen3-next-80b-a3b-thinking,Qwen: Qwen3 Next 80B A3B Thinking,80,Qwen3-Next-80B-A3B-Thinking is a reasoning-first chat model in the Qwen3-Next line that outputs structured “thinking” traces by default.,"[""tools"",""tool_choice"",""reasoning""]",262144,150000,1200000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
163,27,qwen/qwen3-next-80b-a3b-instruct,qwen3-next-80b-a3b-instruct,Qwen: Qwen3 Next 80B A3B Instruct,90,"Qwen3-Next-80B-A3B-Instruct is an instruction-tuned chat model in the Qwen3-Next series optimized for fast, stable responses without “thinking” traces.","[""tools"",""tool_choice""]",262144,60000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
164,27,qwen/qwen-plus-2025-07-28,qwen-plus-2025-07-28,Qwen: Qwen Plus 0728,100,"Qwen Plus 0728, based on the Qwen3 foundation model, is a 1 million context hybrid reasoning model with a balanced performance, speed, and cost combination.","[""tools"",""tool_choice""]",1000000,400000,1200000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
165,27,qwen/qwen-plus-2025-07-28:thinking,qwen-plus-2025-07-28:thinking,Qwen: Qwen Plus 0728 (thinking),110,"Qwen Plus 0728, based on the Qwen3 foundation model, is a 1 million context hybrid reasoning model with a balanced performance, speed, and cost combination.","[""tools"",""tool_choice"",""reasoning""]",1000000,400000,4000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
166,27,qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,Qwen: Qwen3 30B A3B Thinking 2507,120,Qwen3-30B-A3B-Thinking-2507 is a 30B parameter Mixture-of-Experts reasoning model optimized for complex tasks requiring extended multi-step thinking.,"[""tools"",""tool_choice"",""reasoning""]",32768,51000,340000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
167,27,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,Qwen: Qwen3 Coder 30B A3B Instruct,130,"Qwen3-Coder-30B-A3B-Instruct is a 30.5B parameter Mixture-of-Experts (MoE) model with 128 experts (8 active per forward pass), designed for advanced code generation, repository-scale understanding, and agentic tool use.","[""tools"",""tool_choice""]",160000,70000,270000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
168,27,qwen/qwen3-30b-a3b-instruct-2507,qwen3-30b-a3b-instruct-2507,Qwen: Qwen3 30B A3B Instruct 2507,140,"Qwen3-30B-A3B-Instruct-2507 is a 30.5B-parameter mixture-of-experts language model from Qwen, with 3.3B active parameters per inference.","[""tools"",""tool_choice""]",262144,80000,330000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
169,27,qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,Qwen: Qwen3 235B A22B Thinking 2507,150,"Qwen3-235B-A22B-Thinking-2507 is a high-performance, open-weight Mixture-of-Experts (MoE) language model optimized for complex reasoning tasks.","[""tools"",""tool_choice"",""reasoning""]",262144,110000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
170,27,qwen/qwen3-coder,qwen3-coder,Qwen: Qwen3 Coder 480B A35B,160,Qwen3-Coder-480B-A35B-Instruct is a Mixture-of-Experts (MoE) code generation model developed by the Qwen team.,"[""tools"",""tool_choice"",""reasoning""]",262144,220000,950000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
171,27,qwen/qwen3-coder:exacto,qwen3-coder:exacto,Qwen: Qwen3 Coder 480B A35B (exacto),170,Qwen3-Coder-480B-A35B-Instruct is a Mixture-of-Experts (MoE) code generation model developed by the Qwen team.,"[""tools"",""tool_choice"",""reasoning""]",262144,220000,1800000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
172,27,qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,Qwen: Qwen3 235B A22B Instruct 2507,180,"Qwen3-235B-A22B-Instruct-2507 is a multilingual, instruction-tuned mixture-of-experts language model based on the Qwen3-235B architecture, with 22B active parameters per forward pass.","[""tools"",""tool_choice"",""reasoning""]",262144,71000,463000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
173,27,qwen/qwen3-4b:free,qwen3-4b:free,Qwen: Qwen3 4B (free),190,"Qwen3-4B is a 4 billion parameter dense language model from the Qwen3 series, designed to support both general-purpose and reasoning-intensive tasks.","[""tools"",""tool_choice"",""reasoning""]",40960,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
174,27,qwen/qwen3-30b-a3b,qwen3-30b-a3b,Qwen: Qwen3 30B A3B,200,"Qwen3, the latest generation in the Qwen large language model series, features both dense and mixture-of-experts (MoE) architectures to excel in reasoning, multilingual support, and advanced agent tasks.","[""tools"",""tool_choice"",""reasoning""]",40960,60000,220000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
175,27,qwen/qwen3-8b,qwen3-8b,Qwen: Qwen3 8B,210,"Qwen3-8B is a dense 8.2B parameter causal language model from the Qwen3 series, designed for both reasoning-heavy tasks and efficient dialogue.","[""tools"",""tool_choice"",""reasoning""]",128000,35000,138000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
176,27,qwen/qwen3-14b,qwen3-14b,Qwen: Qwen3 14B,220,"Qwen3-14B is a dense 14.8B parameter causal language model from the Qwen3 series, designed for both complex reasoning and efficient dialogue.","[""tools"",""tool_choice"",""reasoning""]",40960,50000,220000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
177,27,qwen/qwen3-32b,qwen3-32b,Qwen: Qwen3 32B,230,"Qwen3-32B is a dense 32.8B parameter causal language model from the Qwen3 series, optimized for both complex reasoning and efficient dialogue.","[""tools"",""tool_choice"",""reasoning""]",40960,80000,240000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
178,27,qwen/qwen3-235b-a22b,qwen3-235b-a22b,Qwen: Qwen3 235B A22B,240,"Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen, activating 22B parameters per forward pass.","[""tools"",""tool_choice"",""reasoning""]",40960,180000,540000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
179,27,qwen/qwen2.5-coder-7b-instruct,qwen2.5-coder-7b-instruct,Qwen: Qwen2.5 Coder 7B Instruct,250,"Qwen2.5-Coder-7B-Instruct is a 7B parameter instruction-tuned language model optimized for code-related tasks such as code generation, reasoning, and bug fixing.",[],32768,30000,90000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
180,27,qwen/qwen2.5-vl-32b-instruct,qwen2.5-vl-32b-instruct,Qwen: Qwen2.5 VL 32B Instruct,260,"Qwen2.5-VL-32B is a multimodal vision-language model fine-tuned through reinforcement learning for enhanced mathematical reasoning, structured outputs, and visual problem-solving capabilities.",[],16384,50000,220000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
181,27,qwen/qwq-32b,qwq-32b,Qwen: QwQ 32B,270,QwQ is the reasoning model of the Qwen series.,"[""tools"",""tool_choice"",""reasoning""]",32768,150000,400000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
182,27,qwen/qwen2.5-vl-72b-instruct,qwen2.5-vl-72b-instruct,Qwen: Qwen2.5 VL 72B Instruct,280,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects.",[],32768,150000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
183,27,qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,Qwen2.5 Coder 32B Instruct,290,Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen).,[],32768,30000,110000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
184,27,qwen/qwen-2.5-72b-instruct,qwen-2.5-72b-instruct,Qwen2.5 72B Instruct,300,Qwen2.5 72B is the latest series of Qwen large language models.,"[""tools"",""tool_choice""]",32768,120000,390000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
185,31,thedrummer/cydonia-24b-v4.1,cydonia-24b-v4.1,TheDrummer: Cydonia 24B V4.1,0,"Uncensored and creative writing model based on Mistral Small 3.2 24B with good recall, prompt adherence, and intelligence.",[],131072,300000,500000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
186,31,thedrummer/unslopnemo-12b,unslopnemo-12b,TheDrummer: UnslopNemo 12B,10,"UnslopNemo v4.1 is the latest addition from the creator of Rocinante, designed for adventure writing and role-play scenarios.","[""tools"",""tool_choice""]",32768,400000,400000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
187,31,thedrummer/rocinante-12b,rocinante-12b,TheDrummer: Rocinante 12B,20,"Rocinante 12B is designed for engaging storytelling and rich prose.

Early testers have reported:
- Expanded vocabulary with unique and expressive word choices
- Enhanced creativity for vivid narratives
- Adventure-filled and captivating stories","[""tools"",""tool_choice""]",32768,170000,430000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
188,1,alibaba/tongyi-deepresearch-30b-a3b,tongyi-deepresearch-30b-a3b,Tongyi DeepResearch 30B A3B,0,"Tongyi DeepResearch is an agentic large language model developed by Tongyi Lab, with 30 billion total parameters activating only 3 billion per token.","[""tools"",""tool_choice"",""reasoning""]",131072,90000,400000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
189,25,opengvlab/internvl3-78b,internvl3-78b,OpenGVLab: InternVL3 78B,0,The InternVL3 series is an advanced multimodal large language model (MLLM).,[],32768,100000,390000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
190,29,stepfun-ai/step3,step3,StepFun: Step3,0,Step3 is a cutting-edge multimodal reasoning model—built on a Mixture-of-Experts architecture with 321B total parameters and 38B active.,"[""tools"",""tool_choice"",""reasoning""]",65536,570000,1420000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
191,22,nousresearch/hermes-4-70b,hermes-4-70b,Nous: Hermes 4 70B,0,"Hermes 4 70B is a hybrid reasoning model from Nous Research, built on Meta-Llama-3.1-70B.","[""tools"",""tool_choice"",""reasoning""]",131072,110000,380000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
192,22,nousresearch/deephermes-3-mistral-24b-preview,deephermes-3-mistral-24b-preview,Nous: DeepHermes 3 Mistral 24B Preview,10,"DeepHermes 3 (Mistral 24B Preview) is an instruction-tuned language model by Nous Research based on Mistral-Small-24B, designed for chat, function calling, and advanced multi-turn reasoning.","[""tools"",""tool_choice"",""reasoning""]",32768,20000,100000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
193,22,nousresearch/hermes-3-llama-3.1-70b,hermes-3-llama-3.1-70b,Nous: Hermes 3 70B Instruct,20,"Hermes 3 is a generalist language model with many improvements over [Hermes 2](/models/nousresearch/nous-hermes-2-mistral-7b-dpo), including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the board.

Hermes 3 70B is a competitive, if not superior finetune of the [Llama-3.1 70B foundation model](/models/meta-llama/llama-3.1-70b-instruct), focused on aligning LLMs to the user, with powerful steering cap...",[],65536,300000,300000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
194,22,nousresearch/hermes-2-pro-llama-3-8b,hermes-2-pro-llama-3-8b,NousResearch: Hermes 2 Pro - Llama-3 8B,30,"Hermes 2 Pro is an upgraded, retrained version of Nous Hermes 2, consisting of an updated and cleaned version of the OpenHermes 2.5 Dataset, as well as a newly introduced Function Calling and JSON Mode dataset developed in-house.",[],8192,25000,80000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
195,34,cognitivecomputations/dolphin-mistral-24b-venice-edition:free,dolphin-mistral-24b-venice-edition:free,Venice: Uncensored (free),0,"Venice Uncensored Dolphin Mistral 24B Venice Edition is a fine-tuned variant of Mistral-Small-24B-Instruct-2501, developed by dphn.ai in collaboration with Venice.ai.",[],32768,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
196,30,tencent/hunyuan-a13b-instruct,hunyuan-a13b-instruct,Tencent: Hunyuan A13B Instruct,0,"Hunyuan-A13B is a 13B active parameter Mixture-of-Experts (MoE) language model developed by Tencent, with a total parameter count of 80B and support for reasoning via Chain-of-Thought.","[""reasoning""]",131072,140000,570000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
197,32,tngtech/deepseek-r1t2-chimera,deepseek-r1t2-chimera,TNG: DeepSeek R1T2 Chimera,0,DeepSeek-TNG-R1T2-Chimera is the second-generation Chimera model from TNG Tech.,"[""tools"",""tool_choice"",""reasoning""]",163840,250000,850000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
198,32,tngtech/deepseek-r1t-chimera,deepseek-r1t-chimera,TNG: DeepSeek R1T Chimera,10,"DeepSeek-R1T-Chimera is created by merging DeepSeek-R1 and DeepSeek-V3 (0324), combining the reasoning capabilities of R1 with the token efficiency improvements of V3.","[""reasoning""]",163840,300000,1200000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
199,5,baidu/ernie-4.5-300b-a47b,ernie-4.5-300b-a47b,"Baidu: ERNIE 4.5 300B A47B ",0,ERNIE-4.5-300B-A47B is a 300B parameter Mixture-of-Experts (MoE) language model developed by Baidu as part of the ERNIE 4.5 series.,[],123000,280000,1100000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
200,13,inception/mercury,mercury,Inception: Mercury,0,Mercury is the first diffusion large language model (dLLM).,"[""tools"",""tool_choice""]",128000,250000,1000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
201,13,inception/mercury-coder,mercury-coder,Inception: Mercury Coder,10,Mercury Coder is the first diffusion large language model (dLLM).,"[""tools"",""tool_choice""]",128000,250000,1000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
202,15,meta-llama/llama-4-maverick,llama-4-maverick,Meta: Llama 4 Maverick,0,"Llama 4 Maverick 17B Instruct (128E) is a high-capacity multimodal language model from Meta, built on a mixture-of-experts (MoE) architecture with 128 experts and 17 billion active parameters per forward pass (400B total).","[""tools"",""tool_choice""]",1048576,150000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
203,15,meta-llama/llama-4-scout,llama-4-scout,Meta: Llama 4 Scout,10,"Llama 4 Scout 17B Instruct (16E) is a mixture-of-experts (MoE) language model developed by Meta, activating 17 billion parameters out of a total of 109B.","[""tools"",""tool_choice""]",327680,80000,300000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
204,15,meta-llama/llama-3.3-70b-instruct,llama-3.3-70b-instruct,Meta: Llama 3.3 70B Instruct,20,The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned generative model in 70B (text in/text out).,"[""tools"",""tool_choice""]",131072,100000,320000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
205,15,meta-llama/llama-3.1-8b-instruct,llama-3.1-8b-instruct,Meta: Llama 3.1 8B Instruct,30,Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors.,"[""tools"",""tool_choice""]",131072,20000,30000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
206,15,meta-llama/llama-3.1-405b-instruct,llama-3.1-405b-instruct,Meta: Llama 3.1 405B Instruct,40,"The highly anticipated 400B class of Llama3 is here! Clocking in at 128k context with impressive eval scores, the Meta AI team continues to push the frontier of open-source LLMs.

Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors.","[""tools"",""tool_choice""]",10000,3500000,3500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
207,15,meta-llama/llama-3-70b-instruct,llama-3-70b-instruct,Meta: Llama 3 70B Instruct,50,Meta's latest class of model (Llama 3) launched with a variety of sizes & flavors.,"[""tools"",""tool_choice""]",8192,300000,400000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
208,7,cohere/command-a,command-a,Cohere: Command A,0,"Command A is an open-weights 111B parameter model with a 256k context window focused on delivering great performance across agentic, multilingual, and coding use cases.
Compared to other leading proprietary and open-weights models Command A delivers maximum performance with minimum hardware costs, excelling on business-critical agentic and multilingual tasks.",[],256000,2500000,10000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
209,7,cohere/command-r7b-12-2024,command-r7b-12-2024,Cohere: Command R7B (12-2024),10,"Command R7B (12-2024) is a small, fast update of the Command R+ model, delivered in December 2024.",[],128000,37500,150000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
210,7,cohere/command-r-08-2024,command-r-08-2024,Cohere: Command R (08-2024),20,command-r-08-2024 is an update of the [Command R](/models/cohere/command-r) with improved performance for multilingual retrieval-augmented generation (RAG) and tool use.,"[""tools"",""tool_choice""]",128000,150000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
211,7,cohere/command-r-plus-08-2024,command-r-plus-08-2024,Cohere: Command R+ (08-2024),30,"command-r-plus-08-2024 is an update of the [Command R+](/models/cohere/command-r-plus) with roughly 50% higher throughput and 25% lower latencies as compared to the previous Command R+ version, while keeping the hardware footprint the same.

Read the launch post [here](https://docs.cohere.com/changelog/command-gets-refreshed).

Use of this model is subject to Cohere's [Usage Policy](https://docs.cohere.com/docs/usage-policy) and [SaaS Agreement](https://cohere.com/saas-agreement).","[""tools"",""tool_choice""]",128000,2500000,10000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
212,16,microsoft/phi-4,phi-4,Microsoft: Phi 4,0,[Microsoft Research](/microsoft) Phi-4 is designed to perform well in complex reasoning tasks and can operate efficiently in situations with limited memory or where quick responses are needed.,[],16384,60000,140000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
213,28,sao10k/l3.3-euryale-70b,l3.3-euryale-70b,Sao10K: Llama 3.3 Euryale 70B,0,Euryale L3.3 70B is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k).,[],131072,650000,750000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
214,28,sao10k/l3.1-euryale-70b,l3.1-euryale-70b,Sao10K: Llama 3.1 Euryale 70B v2.2,10,Euryale L3.1 70B v2.2 is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k).,"[""tools"",""tool_choice""]",32768,650000,750000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
215,28,sao10k/l3-lunaris-8b,l3-lunaris-8b,Sao10K: Llama 3 8B Lunaris,20,Lunaris 8B is a versatile generalist and roleplaying model based on Llama 3.,[],8192,40000,50000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
216,20,neversleep/llama-3.1-lumimaid-8b,llama-3.1-lumimaid-8b,NeverSleep: Lumimaid v0.2 8B,0,"Lumimaid v0.2 8B is a finetune of [Llama 3.1 8B](/models/meta-llama/llama-3.1-8b-instruct) with a ""HUGE step up dataset wise"" compared to Lumimaid v0.1.",[],32768,90000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
217,20,neversleep/noromaid-20b,noromaid-20b,Noromaid 20B,10,A collab between IkariDev and Undi.,[],4096,1000000,1750000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
218,33,undi95/remm-slerp-l2-13b,remm-slerp-l2-13b,ReMM SLERP 13B,0,A recreation trial of the original MythoMax-L2-B13 but with updated models.,[],6144,450000,650000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
219,12,gryphe/mythomax-l2-13b,mythomax-l2-13b,MythoMax 13B,0,"One of the highest performing and most popular fine-tunes of Llama 2 13B, with rich descriptions and roleplay.",[],4096,60000,60000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
